Name	Type	Subtype	CMC	Colors	Power	Toughness	Text	Sets
Dwarven Trader	['Creature']	['Dwarf']	1	['Red']	1	1	NA	['HML']
Kytheon, Hero of Akros	['Creature']	['Human', 'Soldier']	1	['White']	2	1	At end of combat, if Kytheon, Hero of Akros and at least two other creatures attacked this combat, exile Kytheon, then return him to the battlefield transformed under his owner's control. {2}{W}: Kytheon gains indestructible until end of turn.	['ORI']
Smogsteed Rider	['Creature']	['Human', 'Wizard']	4	['Black']	2	2	Whenever Smogsteed Rider attacks, each other attacking creature gains fear until end of turn. (They can't be blocked except by artifact creatures and/or black creatures.)	['GPT']
Stromgald Spy	['Creature']	['Human', 'Rogue']	4	['Black']	2	4	Whenever Stromgald Spy attacks and isn't blocked, you may have defending player play with his or her hand revealed for as long as Stromgald Spy remains on the battlefield. If you do, Stromgald Spy assigns no combat damage this turn.	['ALL']
Hunted Wumpus	['Creature']	['Beast']	4	['Green']	6	6	When Hunted Wumpus enters the battlefield, each other player may put a creature card from his or her hand onto the battlefield.	['MMQ', '8ED', '9ED', '10E']
Wren's Run Vanquisher	['Creature']	['Elf', 'Warrior']	2	['Green']	3	3	As an additional cost to cast Wren's Run Vanquisher, reveal an Elf card from your hand or pay {3}. Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)	['pFNM', 'LRW', 'EVG', 'DD3_EVG']
Mana Leech	['Creature']	['Leech']	3	['Black']	1	1	You may choose not to untap Mana Leech during your untap step. {T}: Tap target land. It doesn't untap during its controller's untap step for as long as Mana Leech remains tapped.	['USG']
Goblin Mountaineer	['Creature']	['Goblin', 'Scout']	1	['Red']	1	1	Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.)	['PO2', 'S99', '9ED', 'ALA']
Silent Specter	['Creature']	['Specter']	6	['Black']	4	4	Flying Whenever Silent Specter deals combat damage to a player, that player discards two cards. Morph {3}{B}{B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)	['pPRE', 'ONS']
Wall of Brambles	['Creature']	['Plant', 'Wall']	3	['Green']	2	3	Defender (This creature can't attack.) {G}: Regenerate Wall of Brambles.	['LEA', 'LEB', '2ED', 'CED', 'CEI', '3ED', '4ED', '5ED']
Indomitable Archangel	['Creature']	['Angel']	4	['White']	4	4	Flying Metalcraft — Artifacts you control have shroud as long as you control three or more artifacts. (An artifact with shroud can't be the target of spells or abilities.)	['SOM', 'MM2']
Sokenzan Spellblade	['Creature']	['Ogre', 'Samurai', 'Shaman']	5	['Red']	2	3	Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.) {1}{R}: Sokenzan Spellblade gets +X/+0 until end of turn, where X is the number of cards in your hand.	['SOK']
Alaborn Zealot	['Creature']	['Human', 'Soldier']	1	['White']	1	1	When Alaborn Zealot blocks a creature, destroy that creature and Alaborn Zealot.	['PO2']
Phantom Flock	['Creature']	['Bird', 'Soldier', 'Spirit']	5	['White']	0	0	Flying Phantom Flock enters the battlefield with three +1/+1 counters on it. If damage would be dealt to Phantom Flock, prevent that damage. Remove a +1/+1 counter from Phantom Flock.	['JUD']
Necrite	['Creature']	['Thrull']	3	['Black']	2	2	Whenever Necrite attacks and isn't blocked, you may sacrifice it. If you do, destroy target creature defending player controls. It can't be regenerated.	['FEM', '5ED', 'ME2']
Ogre Battledriver	['Creature']	['Ogre', 'Warrior']	4	['Red']	3	3	Whenever another creature enters the battlefield under your control, that creature gets +2/+0 and gains haste until end of turn. (It can attack and {T} this turn.)	['pMEI', 'M14', 'DDN']
Cromat	['Creature']	['Illusion']	5	['White', 'Blue', 'Black', 'Red', 'Green']	5	5	{W}{B}: Destroy target creature blocking or blocked by Cromat. {U}{R}: Cromat gains flying until end of turn. {B}{G}: Regenerate Cromat. {R}{W}: Cromat gets +1/+1 until end of turn. {G}{U}: Put Cromat on top of its owner's library.	['APC']
Spike Worker	['Creature']	['Spike']	3	['Green']	0	0	Spike Worker enters the battlefield with two +1/+1 counters on it. {2}, Remove a +1/+1 counter from Spike Worker: Put a +1/+1 counter on target creature.	['STH', 'BRB']
Sparkspitter	['Creature']	['Elemental', 'Spellshaper']	3	['Red']	1	3	{R}, {T}, Discard a card: Put a 3/1 red Elemental creature token named Spark Elemental onto the battlefield. It has trample, haste, and "At the beginning of the end step, sacrifice Spark Elemental."	['FUT']
Quag Vampires	['Creature']	['Vampire', 'Rogue']	1	['Black']	1	1	Multikicker {1}{B} (You may pay an additional {1}{B} any number of times as you cast this spell.) Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.) Quag Vampires enters the battlefield with a +1/+1 counter on it for each time it was kicked.	['WWK', 'CNS']
Razorfield Thresher	['Artifact', 'Creature']	['Construct']	7	colorless	6	4	NA	['SOM']
Kuldotha Ringleader	['Creature']	['Giant', 'Berserker']	5	['Red']	4	4	Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.) Kuldotha Ringleader attacks each turn if able.	['MBS']
Orcish Cannoneers	['Creature']	['Orc', 'Warrior']	3	['Red']	1	3	{T}: Orcish Cannoneers deals 2 damage to target creature or player and 3 damage to you.	['ICE', 'DKM', 'ME2']
Marble Priest	['Artifact', 'Creature']	['Cleric']	5	colorless	3	3	All Walls able to block Marble Priest do so. Prevent all combat damage that would be dealt to Marble Priest by Walls.	['LEG']
Stone Golem	['Artifact', 'Creature']	['Golem']	5	colorless	4	4	NA	['M11']
Lost Auramancers	['Creature']	['Human', 'Wizard']	4	['White']	3	3	Vanishing 3 (This permanent enters the battlefield with three time counters on it. At the beginning of your upkeep, remove a time counter from it. When the last is removed, sacrifice it.) When Lost Auramancers dies, if it had no time counters on it, you may search your library for an enchantment card and put it onto the battlefield. If you do, shuffle your library.	['FUT']
Spiteful Bully	['Creature']	['Zombie', 'Mercenary']	2	['Black']	3	3	At the beginning of your upkeep, Spiteful Bully deals 3 damage to target creature you control.	['NMS']
Satyr Hoplite	['Creature']	['Satyr', 'Soldier']	1	['Red']	1	1	Heroic — Whenever you cast a spell that targets Satyr Hoplite, put a +1/+1 counter on Satyr Hoplite.	['JOU']
Aphetto Vulture	['Creature']	['Zombie', 'Bird']	6	['Black']	3	2	Flying When Aphetto Vulture dies, you may put target Zombie card from your graveyard on top of your library.	['ONS']
Apprentice Wizard	['Creature']	['Human', 'Wizard']	3	['Blue']	0	1	{U}, {T}: Add {3} to your mana pool.	['DRK', '4ED', 'MED']
Llanowar Dead	['Creature']	['Zombie', 'Elf']	2	['Black', 'Green']	2	2	{T}: Add {B} to your mana pool.	['APC']
Fencer Clique	['Creature']	['Faerie', 'Soldier']	4	['Blue']	3	2	Flying {U}: Put Fencer Clique on top of its owner's library.	['MOR']
Aven Squire	['Creature']	['Bird', 'Soldier']	2	['White']	1	1	Flying Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)	['CON', 'M13']
Vaevictis Asmadi	['Creature']	['Elder', 'Dragon']	8	['Black', 'Red', 'Green']	7	7	Flying At the beginning of your upkeep, sacrifice Vaevictis Asmadi unless you pay {B}{R}{G}. {B}: Vaevictis Asmadi gets +1/+0 until end of turn. {R}: Vaevictis Asmadi gets +1/+0 until end of turn. {G}: Vaevictis Asmadi gets +1/+0 until end of turn.	['LEG', 'CHR', 'ME3']
Savaen Elves	['Creature']	['Elf']	1	['Green']	1	1	{G}{G}, {T}: Destroy target Aura attached to a land.	['DRK']
Dwarven Armorer	['Creature']	['Dwarf']	1	['Red']	0	2	{R}, {T}, Discard a card: Put a +0/+1 counter or a +1/+0 counter on target creature.	['FEM']
Mephidross Vampire	['Creature']	['Vampire']	6	['Black']	3	4	Flying Each creature you control is a Vampire in addition to its other creature types and has "Whenever this creature deals damage to a creature, put a +1/+1 counter on this creature."	['5DN']
Enthralling Victor	['Creature']	['Human', 'Warrior']	4	['Red']	3	2	When Enthralling Victor enters the battlefield, gain control of target creature an opponent controls with power 2 or less until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and {T} this turn.)	['ORI']
Order of the Sacred Bell	['Creature']	['Human', 'Monk']	4	['Green']	4	3	NA	['CHK', '9ED']
Despoiler of Souls	['Creature']	['Horror']	2	['Black']	3	1	Despoiler of Souls can't block. {B}{B}, Exile two other creature cards from your graveyard: Return Despoiler of Souls from your graveyard to the battlefield.	['ORI']
Bosh, Iron Golem	['Artifact', 'Creature']	['Golem']	8	colorless	6	7	Trample {3}{R}, Sacrifice an artifact: Bosh, Iron Golem deals damage equal to the sacrificed artifact's converted mana cost to target creature or player.	['MRD', 'HOP', 'C14']
Boros Swiftblade	['Creature']	['Human', 'Soldier']	2	['White', 'Red']	1	2	Double strike	['RAV', 'HOP', 'MM2']
Sibilant Spirit	['Creature']	['Spirit']	6	['Blue']	5	6	Flying Whenever Sibilant Spirit attacks, defending player may draw a card.	['ICE', '5ED', '6ED', 'ME2']
Gargoyle Sentinel	['Artifact', 'Creature']	['Gargoyle']	3	colorless	3	3	Defender (This creature can't attack.) {3}: Until end of turn, Gargoyle Sentinel loses defender and gains flying.	['M11', 'M15']
Rummaging Goblin	['Creature']	['Goblin', 'Rogue']	3	['Red']	1	1	{T}, Discard a card: Draw a card.	['M13', 'M15']
Akroan Skyguard	['Creature']	['Human', 'Soldier']	2	['White']	1	1	Flying Heroic — Whenever you cast a spell that targets Akroan Skyguard, put a +1/+1 counter on Akroan Skyguard.	['BNG']
Luminate Primordial	['Creature']	['Avatar']	7	['White']	4	7	Vigilance When Luminate Primordial enters the battlefield, for each opponent, exile up to one target creature that player controls and that player gains life equal to its power.	['GTC']
Wasteland Viper	['Creature']	['Snake']	1	['Green']	1	2	Deathtouch Bloodrush — {G}, Discard Wasteland Viper: Target attacking creature gets +1/+2 and gains deathtouch until end of turn.	['GTC']
Walking Dream	['Creature']	['Illusion']	4	['Blue']	3	3	Walking Dream can't be blocked. Walking Dream doesn't untap during your untap step if an opponent controls two or more creatures.	['STH']
Complex Automaton	['Artifact', 'Creature']	['Golem']	4	colorless	4	4	At the beginning of your upkeep, if you control seven or more permanents, return Complex Automaton to its owner's hand.	['NMS']
Mirran Spy	['Creature']	['Drone']	3	['Blue']	1	3	Flying Whenever you cast an artifact spell, you may untap target creature.	['MBS']
Bull Aurochs	['Creature']	['Aurochs']	2	['Green']	2	1	Trample Whenever Bull Aurochs attacks, it gets +1/+0 until end of turn for each other attacking Aurochs.	['CSP']
Cliff Threader	['Creature']	['Kor', 'Scout']	2	['White']	2	1	Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.)	['ZEN']
Zealous Inquisitor	['Creature']	['Human', 'Cleric']	3	['White']	2	2	{1}{W}: The next 1 damage that would be dealt to Zealous Inquisitor this turn is dealt to target creature instead.	['SCG', '9ED']
Slipstream Serpent	['Creature']	['Serpent']	8	['Blue']	6	6	Slipstream Serpent can't attack unless defending player controls an Island. When you control no Islands, sacrifice Slipstream Serpent. Morph {5}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)	['TSP']
Branded Brawlers	['Creature']	['Human', 'Soldier']	1	['Red']	2	2	Branded Brawlers can't attack if defending player controls an untapped land. Branded Brawlers can't block if you control an untapped land.	['PCY']
Cunning Giant	['Creature']	['Giant']	6	['Red']	4	4	If Cunning Giant is unblocked, you may have it assign its combat damage to a creature defending player controls.	['PO2']
Arcbound Worker	['Artifact', 'Creature']	['Construct']	1	colorless	0	0	Modular 1 (This enters the battlefield with a +1/+1 counter on it. When it dies, you may put its +1/+1 counters on target artifact creature.)	['DST', 'DDF', 'MMA']
Merchant of Secrets	['Creature']	['Human', 'Wizard']	3	['Blue']	1	1	When Merchant of Secrets enters the battlefield, draw a card.	['LGN', '8ED']
Wakedancer	['Creature']	['Human', 'Shaman']	3	['Black']	2	2	Morbid — When Wakedancer enters the battlefield, if a creature died this turn, put a 2/2 black Zombie creature token onto the battlefield.	['DKA', 'CNS']
Illusory Demon	['Creature']	['Demon', 'Illusion']	3	['Blue', 'Black']	4	3	Flying When you cast a spell, sacrifice Illusory Demon.	['ARB']
Latchkey Faerie	['Creature']	['Faerie', 'Rogue']	4	['Blue']	3	1	Flying Prowl {2}{U} (You may cast this for its prowl cost if you dealt combat damage to a player this turn with a Faerie or Rogue.) When Latchkey Faerie enters the battlefield, if its prowl cost was paid, draw a card.	['MOR', 'MMA']
Electric Eel	['Creature']	['Fish']	1	['Blue']	1	1	When Electric Eel enters the battlefield, it deals 1 damage to you. {R}{R}: Electric Eel gets +2/+0 until end of turn and deals 1 damage to you.	['DRK']
Jungle Troll	['Creature']	['Troll']	3	['Red', 'Green']	2	1	{R}: Regenerate Jungle Troll. {G}: Regenerate Jungle Troll.	['MIR']
Whispergear Sneak	['Artifact', 'Creature']	['Construct']	1	colorless	1	1	Draft Whispergear Sneak face up. During the draft, you may turn Whispergear Sneak face down. If you do, look at any unopened booster pack in the draft or any booster pack not being looked at by another player.	['CNS']
Fraction Jackson	['Creature']	['Human', 'Hero']	3	['Green']	1	1.5	{G}, {T}: Return target card with a ½ on it from your graveyard to your hand.	['UNH']
Glarecaster	['Creature']	['Bird', 'Cleric']	6	['White']	3	3	Flying {5}{W}: The next time damage would be dealt to Glarecaster and/or you this turn, that damage is dealt to target creature or player instead.	['ONS']
Elvish Hexhunter	['Creature']	['Elf', 'Shaman']	1	['White', 'Green']	1	1	{G/W}, {T}, Sacrifice Elvish Hexhunter: Destroy target enchantment.	['SHM']
Shambling Remains	['Creature']	['Zombie', 'Horror']	3	['Black', 'Red']	4	3	Shambling Remains can't block. Unearth {B}{R} ({B}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)	['CON', 'DDK', 'DDN']
Generator Servant	['Creature']	['Elemental']	2	['Red']	2	1	{T}, Sacrifice Generator Servant: Add {2} to your mana pool. If that mana is spent on a creature spell, it gains haste until end of turn. (That creature can attack and {T} as soon as it comes under your control.)	['M15']
Hypnotic Siren	['Enchantment', 'Creature']	['Siren']	1	['Blue']	1	1	Bestow {5}{U}{U} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.) Flying You control enchanted creature. Enchanted creature gets +1/+1 and has flying.	['JOU']
Gluttonous Slime	['Creature']	['Ooze']	3	['Green']	2	2	Flash Devour 1 (As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with that many +1/+1 counters on it.)	['CON', 'PC2']
Sphinx's Disciple	['Creature']	['Human', 'Wizard']	5	['Blue']	2	2	Flying Inspired — Whenever Sphinx's Disciple becomes untapped, draw a card.	['BNG']
Voice of Truth	['Creature']	['Angel']	4	['White']	2	2	Flying, protection from white	['NMS']
Thrull Parasite	['Creature']	['Thrull']	1	['Black']	1	1	Extort (Whenever you cast a spell, you may pay {W/B}. If you do, each opponent loses 1 life and you gain that much life.) {T}, Pay 2 life: Remove a counter from target nonland permanent.	['GTC']
Veteran Armorer	['Creature']	['Human', 'Soldier']	2	['White']	2	2	Other creatures you control get +0/+1.	['RAV', 'MMA']
Meletis Astronomer	['Creature']	['Human', 'Wizard']	2	['Blue']	1	3	Heroic — Whenever you cast a spell that targets Meletis Astronomer, look at the top three cards of your library. You may reveal an enchantment card from among them and put it into your hand. Put the rest on the bottom of your library in any order.	['BNG']
Thallid Germinator	['Creature']	['Fungus']	3	['Green']	2	2	At the beginning of your upkeep, put a spore counter on Thallid Germinator. Remove three spore counters from Thallid Germinator: Put a 1/1 green Saproling creature token onto the battlefield. Sacrifice a Saproling: Target creature gets +1/+1 until end of turn.	['TSP', 'MMA']
Borderland Minotaur	['Creature']	['Minotaur', 'Warrior']	4	['Red']	4	3	NA	['THS']
Momir Vig, Simic Visionary	['Creature']	['Elf', 'Wizard']	5	['Blue', 'Green']	2	2	Whenever you cast a green creature spell, you may search your library for a creature card and reveal it. If you do, shuffle your library and put that card on top of it. Whenever you cast a blue creature spell, reveal the top card of your library. If it's a creature card, put that card into your hand.	['DIS']
Knacksaw Clique	['Creature']	['Faerie', 'Rogue']	4	['Blue']	1	4	Flying {1}{U}, {Q}: Target opponent exiles the top card of his or her library. Until end of turn, you may play that card. ({Q} is the untap symbol.)	['SHM']
Screeching Harpy	['Creature']	['Harpy', 'Beast']	4	['Black']	2	2	Flying {1}{B}: Regenerate Screeching Harpy.	['TMP', 'TPR']
Knight of Dusk	['Creature']	['Human', 'Knight']	3	['Black']	2	2	{B}{B}: Destroy target creature blocking Knight of Dusk.	['TMP', '10E']
Rockslide Elemental	['Creature']	['Elemental']	3	['Red']	1	1	First strike Whenever another creature dies, you may put a +1/+1 counter on Rockslide Elemental.	['ALA', 'HOP']
Spark Elemental	['Creature']	['Elemental']	1	['Red']	3	1	Trample, haste (If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker. This creature can attack and {T} as soon as it comes under your control.) At the beginning of the end step, sacrifice Spark Elemental.	['5DN', '10E', 'PD2']
Pharika's Mender	['Creature']	['Gorgon']	5	['Black', 'Green']	4	3	When Pharika's Mender enters the battlefield, you may return target creature or enchantment card from your graveyard to your hand.	['THS']
Carnivorous Death-Parrot	['Creature']	['Bird']	2	['Blue']	2	2	Flying At the beginning of your upkeep, sacrifice Carnivorous Death-Parrot unless you say its flavor text.	['UNH']
Zodiac Ox	['Creature']	['Ox']	4	['Green']	3	3	Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)	['PTK']
Lurking Informant	['Creature']	['Human', 'Rogue']	2	['Blue', 'Black']	1	2	({U/B} can be paid with either {U} or {B}.) {2}, {T}: Look at the top card of target player's library. You may put that card into that player's graveyard.	['RAV']
Consumptive Goo	['Creature']	['Ooze']	2	['Black']	1	1	{2}{B}{B}: Target creature gets -1/-1 until end of turn. Put a +1/+1 counter on Consumptive Goo.	['SCG']
Headless Skaab	['Creature']	['Zombie', 'Warrior']	3	['Blue']	3	6	As an additional cost to cast Headless Skaab, exile a creature card from your graveyard. Headless Skaab enters the battlefield tapped.	['DKA']
Pyreheart Wolf	['Creature']	['Wolf']	3	['Red']	1	1	Whenever Pyreheart Wolf attacks, creatures you control gain menace until end of turn. (They can't be blocked except by two or more creatures.) Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)	['DKA']
Skyline Predator	['Creature']	['Drake']	6	['Blue']	3	4	Flash (You may cast this spell any time you could cast an instant.) Flying	['RTR']
Stalwart Shield-Bearers	['Creature']	['Human', 'Soldier']	2	['White']	0	3	Defender Other creatures you control with defender get +0/+2.	['ROE']
Goblin Flectomancer	['Creature']	['Goblin', 'Wizard']	3	['Blue', 'Red']	2	2	Sacrifice Goblin Flectomancer: You may change the targets of target instant or sorcery spell.	['GPT']
Runeclaw Bear	['Creature']	['Bear']	2	['Green']	2	2	NA	['M10', 'DPA', 'M11', 'M12', 'M15']
Thrashing Wumpus	['Creature']	['Beast']	5	['Black']	3	3	{B}: Thrashing Wumpus deals 1 damage to each creature and each player.	['MMQ']
Ephemeron	['Creature']	['Illusion']	6	['Blue']	4	4	Flying Discard a card: Return Ephemeron to its owner's hand.	['EXO', 'VMA', 'TPR']
Emberstrike Duo	['Creature']	['Elemental', 'Warrior', 'Shaman']	2	['Black', 'Red']	1	1	Whenever you cast a black spell, Emberstrike Duo gets +1/+1 until end of turn. Whenever you cast a red spell, Emberstrike Duo gains first strike until end of turn.	['SHM']
Our Market Research Shows That Players Like Really Long Card Names So We Made this Card to Have the Absolute Longest Card Name Ever Elemental	['Creature']	['Elemental']	3	['Green']	2	2	Art rampage 2 (Whenever this becomes blocked by a creature, it gets +2/+2 for each creature in the blocker's art beyond the first.)	['UNH']
Putrid Cyclops	['Creature']	['Zombie', 'Cyclops']	3	['Black']	3	3	When Putrid Cyclops enters the battlefield, scry 1, then reveal the top card of your library. Putrid Cyclops gets -X/-X until end of turn, where X is that card's converted mana cost. (To scry 1, look at the top card of your library, then you may put that card on the bottom of your library.)	['FUT']
Elvish Piper	['Creature']	['Elf', 'Shaman']	4	['Green']	1	1	{G}, {T}: You may put a creature card from your hand onto the battlefield.	['UDS', '7ED', '8ED', '9ED', '10E', 'M10']
Bane Alley Blackguard	['Creature']	['Human', 'Rogue']	2	['Black']	1	3	NA	['DGM']
Reaper King	['Artifact', 'Creature']	['Scarecrow']	10	['White', 'Blue', 'Black', 'Red', 'Green']	6	6	({2/W} can be paid with any two mana or with {W}. This card's converted mana cost is 10.) Other Scarecrow creatures you control get +1/+1. Whenever another Scarecrow enters the battlefield under your control, destroy target permanent.	['SHM']
Lady Caleria	['Creature']	['Human', 'Archer']	7	['White', 'Green']	3	6	{T}: Lady Caleria deals 3 damage to target attacking or blocking creature.	['LEG', 'ME3']
Chronicler of Heroes	['Creature']	['Centaur', 'Wizard']	3	['White', 'Green']	3	3	When Chronicler of Heroes enters the battlefield, draw a card if you control a creature with a +1/+1 counter on it.	['THS']
Laccolith Titan	['Creature']	['Beast']	7	['Red']	6	6	Whenever Laccolith Titan becomes blocked, you may have it deal damage equal to its power to target creature. If you do, Laccolith Titan assigns no combat damage this turn.	['NMS']
Urza's Avenger	['Artifact', 'Creature']	['Shapeshifter']	6	colorless	4	4	{0}: Urza's Avenger gets -1/-1 and gains your choice of banding, flying, first strike, or trample until end of turn. (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)	['ATQ', '4ED', '5ED']
Angelic Overseer	['Creature']	['Angel']	5	['White']	5	3	Flying As long as you control a Human, Angelic Overseer has hexproof and indestructible.	['ISD']
Grim Guardian	['Enchantment', 'Creature']	['Zombie']	3	['Black']	1	4	Constellation — Whenever Grim Guardian or another enchantment enters the battlefield under your control, each opponent loses 1 life.	['JOU']
Giant Badger	['Creature']	['Badger']	3	['Green']	2	2	Whenever Giant Badger blocks, it gets +2/+2 until end of turn.	['pMEI', '8ED']
Riptide Entrancer	['Creature']	['Human', 'Wizard']	3	['Blue']	1	1	Whenever Riptide Entrancer deals combat damage to a player, you may sacrifice it. If you do, gain control of target creature that player controls. (This effect lasts indefinitely.) Morph {U}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)	['ONS']
Rhox Bodyguard	['Creature']	['Rhino', 'Monk', 'Soldier']	5	['White', 'Green']	2	3	Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.) When Rhox Bodyguard enters the battlefield, you gain 3 life.	['CON']
Jhessian Zombies	['Creature']	['Zombie']	6	['Blue', 'Black']	2	4	Fear (This creature can't be blocked except by artifact creatures and/or black creatures.) Islandcycling {2}, swampcycling {2} ({2}, Discard this card: Search your library for an Island or Swamp card, reveal it, and put it into your hand. Then shuffle your library.)	['ARB', 'DDH']
Riptide Mangler	['Creature']	['Beast']	2	['Blue']	0	3	{1}{U}: Change Riptide Mangler's base power to target creature's power. (This effect lasts indefinitely.)	['LGN']
Skyhunter Cub	['Creature']	['Cat', 'Knight']	3	['White']	2	2	As long as Skyhunter Cub is equipped, it gets +1/+1 and has flying.	['MRD']
Undying Beast	['Creature']	['Beast']	4	['Black']	3	2	When Undying Beast dies, put it on top of its owner's library.	['POR']
Imagecrafter	['Creature']	['Human', 'Wizard']	1	['Blue']	1	1	{T}: Choose a creature type other than Wall. Target creature becomes that type until end of turn.	['ONS']
Oracle's Attendants	['Creature']	['Human', 'Soldier']	4	['White']	1	5	{T}: All damage that would be dealt to target creature this turn by a source of your choice is dealt to Oracle's Attendants instead.	['NMS', '8ED', '9ED']
Undead Minotaur	['Creature']	['Zombie', 'Minotaur']	3	['Black']	2	3	NA	['M14']
Greater Morphling	['Creature']	['Shapeshifter']	8	['Blue']	5	5	{2}: Greater Morphling gains your choice of banding, bushido 1, double strike, fear, flying, first strike, haste, landwalk of your choice, protection from a color of your choice, provoke, rampage 1, shadow, or trample until end of turn. {2}: Greater Morphling becomes the colors of your choice until end of turn. {2}: Greater Morphling's type becomes the creature type of your choice until end of turn. {2}: Greater Morphling's expansion symbol becomes the symbol of your choice until end of turn. {2}: Greater Morphling's artist becomes the artist of your choice until end of turn. {2}: Greater Morphling gets +2/-2 or -2/+2 until end of turn. {2}: Untap Greater Morphling.	['UNH']
Master of Pearls	['Creature']	['Human', 'Monk']	2	['White']	2	2	Morph {3}{W}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) When Master of Pearls is turned face up, creatures you control get +2/+2 until end of turn.	['pPRE', 'KTK']
Parapet Watchers	['Creature']	['Kithkin', 'Soldier']	3	['Blue']	2	2	{W/U}: Parapet Watchers gets +0/+1 until end of turn.	['SHM']
Orgg	['Creature']	['Orgg']	5	['Red']	6	6	Trample Orgg can't attack if defending player controls an untapped creature with power 3 or greater. Orgg can't block creatures with power 3 or greater.	['FEM', '5ED', 'TSB']
Thought Devourer	['Creature']	['Beast']	4	['Blue']	4	4	Flying Your maximum hand size is reduced by four.	['ODY']
Twilight Drover	['Creature']	['Spirit']	3	['White']	1	1	Whenever a creature token leaves the battlefield, put a +1/+1 counter on Twilight Drover. {2}{W}, Remove a +1/+1 counter from Twilight Drover: Put two 1/1 white Spirit creature tokens with flying onto the battlefield.	['RAV', 'DDK']
Avatar of Will	['Creature']	['Avatar']	8	['Blue']	5	6	If an opponent has no cards in hand, Avatar of Will costs {6} less to cast. Flying	['PCY']
Goblin Firebug	['Creature']	['Goblin']	2	['Red']	2	2	When Goblin Firebug leaves the battlefield, sacrifice a land.	['LGN']
Wall of Water	['Creature']	['Wall']	3	['Blue']	0	5	Defender (This creature can't attack.) {U}: Wall of Water gets +1/+0 until end of turn.	['LEA', 'LEB', '2ED', 'CED', 'CEI', '3ED', '4ED']
Chosen of Markov	['Creature']	['Human']	3	['Black']	2	2	{T}, Tap an untapped Vampire you control: Transform Chosen of Markov.	['DKA']
Spellbane Centaur	['Creature']	['Centaur']	3	['Green']	3	2	Creatures you control can't be the targets of blue spells or abilities from blue sources.	['ODY']
Skizzik Surger	['Creature']	['Elemental']	6	['Red']	6	4	Haste Echo—Sacrifice two lands. (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)	['FUT']
Herd Gnarr	['Creature']	['Beast']	4	['Green']	2	2	Whenever another creature enters the battlefield under your control, Herd Gnarr gets +2/+2 until end of turn.	['TSP']
Nessian Game Warden	['Creature']	['Beast']	5	['Green']	4	5	When Nessian Game Warden enters the battlefield, look at the top X cards of your library, where X is the number of Forests you control. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in any order.	['JOU']
Ravenous Baloth	['Creature']	['Beast']	4	['Green']	4	4	Sacrifice a Beast: You gain 4 life.	['pJGP', 'ONS', 'DDD', 'C13', 'DD3_GVL']
Kalitas, Bloodchief of Ghet	['Creature']	['Vampire', 'Warrior']	7	['Black']	5	5	{B}{B}{B}, {T}: Destroy target creature. If that creature dies this way, put a black Vampire creature token onto the battlefield. Its power is equal to that creature's power and its toughness is equal to that creature's toughness.	['ZEN']
Gluttonous Zombie	['Creature']	['Zombie']	5	['Black']	3	3	Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)	['ONS', '8ED', '9ED']
Shivan Raptor	['Creature']	['Lizard']	3	['Red']	3	1	First strike, haste Echo {2}{R} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)	['USG']
Nomad Decoy	['Creature']	['Human', 'Nomad']	3	['White']	1	2	{W}, {T}: Tap target creature. Threshold — {W}{W}, {T}: Tap two target creatures. Activate this ability only if seven or more cards are in your graveyard.	['ODY']
